Symbol,Exchange
0P0000700R.F,LSE
0P0001KP9F.SW,EBS
0P0000765Q.TO,TOR
0P0001343Z.L,LSE
0P0001BE6D.SW,EBS
0P0001KVVJ.SI,SES
AAVUDXX,NAS
0P0000YYU4.SW,EBS
0P000019KJ.L,LSE
0P0001CM4M.SW,EBS
0P0000WDIG.BE,BER
0P000010J2.F,FRA
AAVDQXX,NAS
AAWHHXX,NAS
0P0001TL4O.SZ,SHZ
AAVNKXX,NAS
VLMXTECB1CF.MX,MEX
AAQVXXX,NAS
0P00000DWQ.L,LSE
0P0001BBGA.BO,BSE
0P0000M6K8.TO,TOR
0P0000U100.SW,EBS
0P0000SNDU.TO,TOR
0P0000UP1Q.TO,TOR
VTLS-RVB-3.MX,MEX
0P0000NRRA.BO,STU
S0009.MC,MCE
0P0001KLSX.SZ,SHZ
SCOTIMBC1E.MX,MEX
0P0001BSYW.BE,BER
0P0001D9W5.TW,TAI
0P00000XBQ.L,LSE
0P0000V7DO.BO,BSE
0P00000YQG.F,FRA
0P0001RRFC.ST,STO
0P0000NPDV.BO,BSE
0P0001MGC9.F,TLV
0P0001RHFA.SW,EBS
0P0001JB1W.SW,EBS
XDW0.SG,STU
0P0000JBUE.F,FRA
0P0001MYO8.SW,EBS
VECTUSAF.MX,MEX
AAXNKXX,NAS
0P000026NU,PNK
0P0000N4MQ,PNK
0P0000NF96.TO,TOR
0P0001M5IA.HK,NMS
0P0000S8PJ.TO,TOR
ABALEXX,NAS
ABAQDXX,NAS
LU2408468291.SG,STU
0P0001CBAC.TW,TAI
0P0000WV58.TO,TOR
BBVAUSF.MX,MEX
0P00017EF7.SZ,SHZ
0P0001KATI.TW,TAI
0P0001UCFP.SW,EBS
0P00000M7A.F,FRA
0P0000NG3H.TO,TOR
0P0001QCVR.SW,EBS
0P0001B9RJ.BO,BSE
0P0000J18Y.F,FRA
JE00B3ZQRP79.SG,STU
SURGOBBOE4.MX,MEX
0P00000SYN.F,FRA
AAVFOXX,NAS
0P000071CG.TO,TOR
0P0000WG86.HK,HKG
0P0000X6Q5.TO,TOR
0P0001M47P.F,SHH
0P00009PUQ.BO,BSE
0P0000UV7U.CO,CPH
AAKNCXX,NAS
0P000072P8.TO,TOR
0P0000WFGY,PNK
ST&ER-1B2.MX,MEX
0P00009QCW.BO,MCE
BBVAGFDC.MX,MEX
BBVAPCDE.MX,MEX
0P0000ZF8Z,PNK
0P00012H68.SW,EBS
0P0000ZOH3,PNK
0P0000WDIY.BE,BER
0P00001AWU.HK,HKG
0P0001KPN5.IR,ISE
0P00000NKE,PNK
0P00001STZ.L,LSE
0P0000VQT2,PNK
0P0000KAXY.L,LSE
0P0000731V.TO,TOR
0P00008VJR.F,FRA
0P0001O2C7.SW,EBS
0P0001PE7Z.BO,BSE
0P00018S1V.SI,SES
0P00005X3H.BO,BSE
0P0001N6K0.CO,CPH
0P0000X2FR.L,LSE
0P0000XW5P.BO,BSE
0P00005UW5.BO,BSE
0P00008VU4.SW,EBS
0P0000WGHG.SW,EBS
0P00011OE3,PNK
0P0001R8LB.ST,STO
0P0000MZOU.L,LSE
0P00000KAZ,PNK
0P000071T9.TO,TOR
0P0001MN6C.SZ,SHZ
0P0000FX1L.TO,TOR
0P00009MWG.BO,BSE
0P0000WDVU,ASE
0P00012I7D,PNK
ENERFINA.MX,MEX
0P0001BEMI.BO,BSE
0P000093LD,BSE
0P0000YBUT,PNK
0P0001F21B,EBS
0P0000FY0Y.TO,TOR
0P0000TJ5D.IR,ISE
0P00012DCX.IR,ISE
ABAAPXX,NAS
0P00001C04.L,LSE
0P00000CNF.F,FRA
ABGRLXX,NAS
0P0000YZX2,PNK
0P00000CL7.F,FRA
0P0001LJOK.SZ,SHZ
AFIRPLUBM.MX,MEX
0P0001J41S.HK,HKG
0P0001BATD.BO,BSE
0P0000YSZ5,PNK
0P0000KWHI.TO,TOR
AAZWBXX,NAS
AAXSWXX,NAS
0P0001LT63.BO,BSE
0P0001TZ22.SW,EBS
0P0001FDQ7.T,JPX
0P00013D8J,PNK
0P00005WZG.BO,BSE
0P0000NQXT.BO,BSE
0P0001IPOR.SI,SES
0P0000ZQAF.ST,STO
0P00000LXK.F,FRA
0P0001NR8H.CO,CPH
0P0001F2F7.ST,STO
0P0001CT8H.HK,HKG
0P0001CI7Y.SW,EBS
0P0000XW4P.BO,BSE
BBVARFGB.MX,MEX
0P00007WO7.TO,TOR
0P0000Z6HH.SA,SAO
0P000017J4.F,FRA
0P0001DZR1.SW,EBS
0P00000AP7.F,FRA
0P0000W7T5.TO,TOR
0P0001BACR.BO,BSE
0P00005WAA.F,FRA
0P0000P6JD.TO,TOR
0P00012PP9.L,LSE
0P0001R71V.SW,EBS
0P0001DK2H.HK,HKG
0P0000ABRU.F,FRA
ABEXWXX,NAS
0P00000QX9.L,LSE
0P00005ZJI,PNK
0P000070BL.TO,TOR
0P00013NAD.HK,HKG
BLKCPA.MX,MEX
0P000074PT.TO,TOR
0P0001JSE5.BE,BER
0P00011MAK,BSE
0P000181IW.SW,EBS
0P00000LG4.F,FRA
0P0000XVVX.BO,BSE
0P0001PE9D.BO,BSE
0P00015K5Z.HK,HKG
SAM-ESGGS.MX,MEX
0P0000CVTC,PNK
0P0000VPPS.L,LSE
0P0000JLEE.SW,EBS
0P00000X5X.F,FRA
0P0001TZMS.HK,HKG
0P0000XRK9.SW,EBS
0P0001HPC2.TW,TAI
0P00002AF5.F,FRA
0P00018NET.F,HAM
0P00015R9S.BO,DUS
0P000017CK.F,FRA
0P0001TVO2.T,JPX
0P0001MC46.SW,EBS
0P0001ST1U.BE,BER
0P0001744D.SW,EBS
0P00009UZR.TO,TOR
0P0000XLEU.L,LSE
AAKATXX,NAS
0P000123HG.BO,BSE
0P000074O4.TO,TOR
0P0000761J.TO,TOR
0P00017O87.HK,HKG
0P0001PQ35.ST,STO
0P000011K4.F,FRA
AAYZLXX,NAS
0P0001LD0I.SW,EBS
0P0001R2QX.IR,ISE
0P00011MAU.BO,BSE
SCOTDIHM.MX,MEX
0P00000QFE.F,FRA
0P0000FZAO.F,FRA
0P0001TR1G.SW,EBS
0P0001ADVB.SW,EBS
0P0000XZRU.BO,BSE
AAXJVXX,NAS
0P00018GEI.SI,SES
0P0000XTE1,PNK
AAZYNXX,NAS
0P0000NFZ6.TO,TOR
0P0001HQ18.HK,HKG
0P000134J8,PNK
0P000070B0.TO,TOR
EZT4.SG,STU
0P0001IT1M.IR,ISE
0P0000Q6BO.TO,TOR
LU1861214812.SG,STU
0P0001LN77.BE,BER
0P0000X7GF.L,LSE
0P0000I3WI.TO,TOR
0P00000W4F.F,FRA
0P0001TO8U.SA,SAO
0P0000S8V1.SW,EBS
0P0001PSOP.BE,BER
PEIS75B2.MX,MEX
ABBPYXX,NAS
0P0001EX7L.SI,SES
0P0000Y1Z0.SA,SAO
0P0000I13X.F,FRA
0P00012L3Q,PNK
0P0001PTB3.BO,BSE
0P00019ZSU.SW,EBS
0P00001AD2.F,FRA
0P0001UA1O.ST,STO
AAZNIXX,NAS
AAJNNXX,NAS
0P00000LQ8.ST,STO
0P00008VYH.F,FRA
0P000165QQ.SW,EBS
0P0001MSLN.BO,BSE
0P0000YWAH.L,LSE
PRINRVAXB.MX,MEX
0P0001TNMB.SW,EBS
0P0000GBFX.L,LSE
AAMNIXX,NAS
0P0000XQBN,PNK
0P0000W7QP.TO,TOR
0P00017496.L,LSE
0P00019B4X.SW,EBS
0P000019F5.F,FRA
0P000076RO.TO,TOR
0P0001QAGR.HK,HKG
ESFERAE.MX,MEX
0P000153FV,PNK
SAM-FTWGS.MX,MEX
0P00001PJR.F,FRA
0P0000UT7O,PNK
0P0001LJC1.HK,HKG
0P00015YSE,DUS
AAZBJXX,NAS
0P0001U0JP.TW,TAI
0P00013VWP,PNK
0P00000ZDM.F,FRA
0P0001JT3Y.SZ,SHZ
0P0001NCLQ.BO,BSE
EMND.SG,STU
0P0001J50H.SW,EBS
0P00000IEF.F,FRA
0P0000296R.F,FRA
0P0000Z57T.SW,EBS
0P0001EQ5Z.SW,EBS
AAFRYXX,NAS
0P0001K5KM.SZ,SHZ
0P00006O9G.SI,SES
AALLVXX,NAS
PRINGLPF2.MX,MEX
0P0001KR2U.BO,BSE
ABAYZXX,NAS
0P0001BARA.BO,BSE
IE00B3WMTH43.SG,STU
0P0000IV76.F,FRA
0P00013OLS.HK,HKG
0P0000JW5E,PNK
0P0001E4VK.BO,BSE
0P0000ZMUG.L,LSE
0P0000XV4X.BO,BSE
0P00013OVO.SI,SES
0P00000ZEL,PNK
0P0000W7YE.TO,TOR
0P00017TXW.BO,BSE
0P0000XVUZ.BO,BSE
0P0001QLJP.BO,BSE
0P0000ZDJ7.L,LSE
0P0001HOBK.F,STU
0P0001DWWC.SW,EBS
0P00016ACS.HK,HKG
0P00017J9E.L,LSE
+TASAPRMEG.MX,MEX
0P00014O8H.SA,SAO
0P00000AMU,PNK
NDIEU.CO,CPH
0P00007722.TO,TOR
0P00008W3N.F,FRA
0P0001MRY1.SA,SAO
0P0000SBP2.BO,BSE
0P000133H2.L,LSE
0P0001AOP7.SI,SES
0P0001QBL3.IR,ISE
0P00000NR0.F,FRA
LU1220245556.SG,STU
PRINFMPEC.MX,MEX
DE000ETF9090.SG,STU
0P00013MGR,GER
0P0001P8AZ.SA,SAO
AANOSXX,NAS
ALPHA+B-E1.MX,MEX
0P00012IC0.L,LSE
HZ5E.SG,STU
0P0000JO4O.TO,TOR
0P00016JQI.SW,EBS
0P0001NINY.ST,STO
AAHQRXX,NAS
0P0001PRXB.BO,BSE
0P00000EPC.F,FRA
0P0000XR61.L,LSE
CAIAS.CO,STU
BBVADCBP.MX,MEX
AAXEMXX,NAS
0P0001NJSJ.HK,HKG
0P00000NKJ.IR,ISE
0P0001PSOT.JO,JNB
INB8084A2.MX,MEX
0P0001O3SK.SW,EBS
SCOTIA1CU3.MX,MEX
0P0000Q23F.L,LSE
0P00016QPV.BD,BUD
0P0000IKFP.F,FRA
0P0000CU8Q.F,FRA
0P0000JBUJ.F,FRA
0P000019RI.F,FRA
IE000CY30YV9.SG,STU
0P0001SB7Q.WA,WSE
0P00008W4J.F,FRA
0P0001IEWJ.ST,STO
AAYPMXX,NAS
0P0001IU0L,BSE
0P0000KS2J.TO,TOR
0P0001U2OI.SW,EBS
0P0001ISSG.SZ,SHZ
ACTIPT4B-3.MX,MEX
0P000074P5.TO,TOR
0P000014N0.F,FRA
0P00006OH2.SI,SES
ABEPWXX,NAS
0P0001HI71.BO,BSE
0P0000IL56.F,FRA
FJ2M.SG,STU
0P0000ZJJK,PNK
0P0000Q6NQ.TO,TOR
0P0001F6TM.T,JPX
0P0000Q6NY.TO,TOR
0P0001RK6T.BO,BSE
0P00000J3U.F,FRA
0P00016LGX.L,LSE
BSEQ.AS,AMS
0P0000J18Z.F,FRA
0P0000KNNU.L,LSE
0P0001PRVE.BO,BSE
0P0001R71W.SW,EBS
0P00006STF.F,FRA
0P000173KR.L,LSE
0P0000Z8OE.L,LSE
0P000072M2.TO,TOR
0P0001PZBT.BO,BSE
0P00000AXQ.F,FRA
0P0000W3A1.L,LSE
S4197.MC,MCE
0P0000S55A.ST,STO
0P0001NEF2.SA,SAO
0P0001R2ST.ST,STO
ABAJIXX,NAS
0P00015E1E.IR,ISE
0P00008UNP.F,FRA
0P00013O92.L,LSE
0P0001U1VF.SI,SES
0P00000J2U.F,FRA
0P00017UWT.L,LSE
0P0001BJXH.TW,TAI
0P000072GK.TO,TOR
AAMPTXX,NAS
0P00014BPA,PNK
0P00002AIJ.L,LSE
0P0000XASE.L,LSE
AALIEXX,NAS
0P0001E0GW.BO,BSE
0P0001HUEC.BO,BSE
0P00000D78.F,FRA
FT-USA1BE1.MX,MEX
ABDAFXX,NAS
0P0000NCNY,PNK
0P0001FALC.ST,STO
0P0001DFOV.SI,SES
0P00001S3A.F,FRA
0P0000M4OO.L,LSE
0P0001D9SV.SI,SES
AANTQXX,NAS
0P0001L9MW.TW,TAI
AAUTOXX,NAS
0P000123NG.SW,EBS
0P0000XXV9.L,LSE
0P00008ZD6.F,FRA
ABCCJXX,NAS
AAZQZXX,NAS
0P000076KC.TO,TOR
0P0000TVZM.L,LSE
0P00017FUN.ST,STO
0P00017TOX.BO,BSE
0P0000Y6QZ,LSE
0P0000JXFR.BO,BSE
0P0000IX6Z.BO,BSE
0P0000VX0R,PNK
0P0001F52S.SW,EBS
BLKGUB3C1-A.MX,MEX
0P0000P8QF.L,LSE
AADWX,NAS
AAJPNXX,NAS
0P00000NJ9.F,FRA
IE00B8N0MW85.SG,STU
0P0001AF7W.SI,SES
0P0001EI79,BER
0P0001LGHJ.TW,TAI
0P00017P7Y.SW,EBS
0P00005WRA.BO,BSE
0P0001D27H.SZ,SHZ
0P000011MZ.SW,EBS
0P000131TE.L,LSE
0P00009QFZ.TO,TOR
0P00007YEB,PNK
0P0001LOHV.SZ,SHZ
0P00008T9X.SI,SES
0P0000XPUZ,PNK
AAYQWXX,NAS
0P0000821F.F,FRA
0P0001UEF7.HK,HKG
0P00000CSU.L,LSE
0P0001PK7N.SZ,SHZ
0P0000J3KD.F,FRA
0P0001OOWZ.HK,HKG
0P0000Q6CB.TO,TOR
0P0000GJ19.F,FRA
0P00016BI4.F,LSE
0P0001ID2Y.SI,SES
0P0001SE1R.SI,SES
0P0000UGLZ.HK,MEX
0P0000VQ2E,PNK
0P000069ZT,PNK
0P00011U7M,PNK
0P00001AVQ,PNK
0P0000XW1O.BO,BSE
0P00013Z2P.BO,BSE
0P0001794O.SW,EBS
0P0000VAGT.L,LSE
0P0000Y00J,PNK
0P0000Y5QA.HK,HKG
AAVTJXX,NAS
0P0001HZVI.ST,STO
0P00002670.L,LSE
0P00001E1H,PNK
UI3W.SG,STU
IE0004KLW911.SG,STU
0P0001D6PV.BO,BSE
0P0000SQP2,PNK
AAHUXXX,NAS
0P00006X58,PNK
0P00018X2W.SW,EBS
AADKVXX,NAS
0P0001CHN8.SA,SAO
0P0000Q3CG.TO,TOR
0P00019J05.L,LSE
0P0001JBYD.F,STU
SUR-FIBBFF.MX,MEX
0P0000ZAQ2.SZ,SHZ
0P00001CBI.L,LSE
ABGUQXX,NAS
0P0001S4H4.SW,EBS
0P00000CUT.L,LSE
0P00000RMT,PNK
0P0000UHUP.SI,SES
0P00010MEG,PNK
0P0001B9KX.BO,BSE
SUR2026BOE2.MX,MEX
0P0001U7KY.IR,ISE
0P0000CO6J.F,FRA
0P0001J4A0.BO,BSE
0P0000S4AU.L,LSE
0P0000Y7NQ.ST,STO
0P0000XW1U.BO,BSE
0P0000Q1P6,PNK
0P0001LHCD.SI,SES
0P0001N7L5.CO,CPH
AAEQFXX,NAS
0P0001HGC8.BO,BSE
AARWDXX,NAS
0P0000AEOB.BO,LSE
0P00000V4Z.F,FRA
0P0001BAQF.BO,BSE
0P000177Z5.BE,BER
SCOTDOLE.MX,MEX
0P0000X8O7.SW,EBS
0P0001KFCV.SZ,SHZ
0P0001SHRV.ST,STO
0P0000ZK6P.BO,BSE
0P00019QIW.BE,BER
0P000023TH.F,FRA
0P00013O94.L,LSE
0P0000CV7Q.F,FRA
0P0000260O,PNK
0P000015R5.L,LSE
0P0000NFF9.TO,TOR
0P0001PR8A.BO,BSE
0P00000ES3,PNK
0P0000RRNM.TO,TOR
0P0001AASG.SW,EBS
0P0001U2BB.SW,EBS
0P0000HY4D.F,FRA
HSBCDMPA.MX,MEX
0P0000A312,PNK
0P0000GA8Y.F,FRA
0P0000STEG.SW,EBS
0P0001KAKH.SW,EBS
0P00018W2D.SW,EBS
0P0001RY82.SI,SES
0P0000YK90.F,HAM
0P0000XPE2,PNK
0P0000ULEW.TO,TOR
0P00000LDD.ST,STO
AAEJX,NAS
0P000099Z6.TO,TOR
0P00000G7F.L,LSE
0P0000NFXJ.TO,TOR
0P0000SPDG.L,LSE
0P0000ZWWP,PNK
0P0001U8DX.SA,SAO
0P0000W888.TO,TOR
0P0001MRNA.HK,HKG
0P0001KRMI.SW,EBS
IE000TB7IEF3.SG,STU
